,Sentence,subject,predicate,arguments,tokens
71,There was a soothing authoritative UNSCEAR (United Nations Scientific Committee on the Effects of Atomic Radiation ) report in 2000 on the health effects of Chernobyl confirming that there was no scientific evidence of any significant radiation-related health effects to most people exposed.,['there there'],['was soothing confirming was related exposed'],['a soothing authoritative unscear ( committee on ) report in on confirming no scientific evidence of exposed'],"['There', 'was', 'a', 'soothing', 'authoritative', 'UNSCEAR', '(', 'United', 'Nations', 'Scientific', 'Committee', 'on', 'the', 'Effects', 'of', 'Atomic', 'Radiation', ')', 'report', 'in', '2000', 'on', 'the', 'health', 'effects', 'of', 'Chernobyl', 'confirming', 'that', 'there', 'was', 'no', 'scientific', 'evidence', 'of', 'any', 'significant', 'radiation', '-', 'related', 'health', 'effects', 'to', 'most', 'people', 'exposed', '.']"
72,This was heavily promoted by the Australasian Radiation Protection Society in a press release titled THE MYTHS OF CHERNOBYL which contained the following:,['this by society which'],['promoted titled contained'],['the myths of contained the following'],"['This', 'was', 'heavily', 'promoted', 'by', 'the', 'Australasian', 'Radiation', 'Protection', 'Society', 'in', 'a', 'press', 'release', 'titled', 'THE', 'MYTHS', 'OF', 'CHERNOBYL', 'which', 'contained', 'the', 'following', ':']"
73,"One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions, and that public health has been severely affected by exposure to radiation.",['one of the chernobyl reactor accident in public health by exposure'],['caused affected'],['many thousands of'],"['One', 'of', 'the', 'most', 'widespread', 'myths', 'of', 'recent', 'times', 'is', 'that', 'the', 'Chernobyl', 'nuclear', 'reactor', 'accident', 'in', '1986', 'caused', 'many', 'thousands', 'of', 'extra', 'cancer', 'deaths', 'in', 'neighbouring', 'regions', ',', 'and', 'that', 'public', 'health', 'has', 'been', 'severely', 'affected', 'by', 'exposure', 'to', 'radiation', '.']"
74,"Many people still believe that to be true, even though the Ministry of Russian Federation on Civil Defence, Emergencies and Elimination of Conseguences of Natural Disasters (EMERCOM of Russia) reported this in 1996:",['many people that the ministry of on )'],['believe reported'],['this'],"['Many', 'people', 'still', 'believe', 'that', 'to', 'be', 'true', ',', 'even', 'though', 'the', 'Ministry', 'of', 'Russian', 'Federation', 'on', 'Civil', 'Defence', ',', 'Emergencies', 'and', 'Elimination', 'of', 'Conseguences', 'of', 'Natural', 'Disasters', '(', 'EMERCOM', 'of', 'Russia', ')', 'reported', 'this', 'in', '1996', ':']"
75,CHERNOBYL ACCIDENT: TEN YEARS ON,[''],[''],[''],"['CHERNOBYL', 'ACCIDENT', ':', 'TEN', 'YEARS', 'ON']"
76,"In the last decade, there has been a real and significant increase in childhood and, to a certain extent, adult carcinoma of the thyroid in contaminated regions of the former Soviet Union (Wi940) which should be attributed to the Chernobyl accident until proven otherwise.",['there which'],['attributed proven'],['a real increase in'],"['In', 'the', 'last', 'decade', ',', 'there', 'has', 'been', 'a', 'real', 'and', 'significant', 'increase', 'in', 'childhood', 'and', ',', 'to', 'a', 'certain', 'extent', ',', 'adult', 'carcinoma', 'of', 'the', 'thyroid', 'in', 'contaminated', 'regions', 'of', 'the', 'former', 'Soviet', 'Union', '(', 'Wi940', ')', 'which', 'should', 'be', 'attributed', 'to', 'the', 'Chernobyl', 'accident', 'until', 'proven', 'otherwise', '.']"
77,The prestigious IAEA (International Atomic Energy Agency) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects.,['the prestigious iaea ( agency ) which there'],['published based stated was'],['an early report on based no significant health effects'],"['The', 'prestigious', 'IAEA', '(', 'International', 'Atomic', 'Energy', 'Agency', ')', 'published', 'an', 'early', 'report', 'on', 'Chernobyl', 'which', 'was', 'based', 'on', 'information', 'from', 'Russian', 'sources', 'and', 'stated', 'that', 'there', 'was', 'no', 'significant', 'health', 'effects', '.']"
78,"However, in April 2001, the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned. which contradict the earlier reports.",['the iaea the chernobyl accident - lessons which'],['published learned contradict'],['fifteen years the earlier reports'],"['However', ',', 'in', 'April', '2001', ',', 'the', 'IAEA', 'published', 'Fifteen', 'Years', 'after', 'the', 'Chernobyl', 'Accident', '-', 'Lessons', 'learned', '.', 'which', 'contradict', 'the', 'earlier', 'reports', '.']"
79,Here are some excerpts:,['some excerpts'],[''],[''],"['Here', 'are', 'some', 'excerpts', ':']"
80,"The dramatic increase in radiation-induced thyroid cancers in children and adolescents in Belarus, Russia, and Ukraine, which have been observed since 1991, continues to this day.",['the dramatic increase in which'],['induced observed continues'],[''],"['The', 'dramatic', 'increase', 'in', 'radiation', '-', 'induced', 'thyroid', 'cancers', 'in', 'children', 'and', 'adolescents', 'in', 'Belarus', ',', 'Russia', ',', 'and', 'Ukraine', ',', 'which', 'have', 'been', 'observed', 'since', '1991', ',', 'continues', 'to', 'this', 'day', '.']"
81,"...a drop in the birth rate, a deterioration in women's reproductive health, an increase in complications during pregnancy and birth, and a deterioration in neonatal health....",[''],[''],[''],"['...', 'a', 'drop', 'in', 'the', 'birth', 'rate', ',', 'a', 'deterioration', 'in', 'women', ""'s"", 'reproductive', 'health', ',', 'an', 'increase', 'in', 'complications', 'during', 'pregnancy', 'and', 'birth', ',', 'and', 'a', 'deterioration', 'in', 'neonatal', 'health', '....']"
82,"The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus, Russia, and Ukraine - in the post-accident period is characterized by persistent negative tendencies: the morbidity rate is going up, the number of really healthy children is dropping, and disability is increasing .",['the dynamics of by accident in by tendencies the morbidity rate the number of disability'],['affected characterized going dropping increasing'],[''],"['The', 'dynamics', 'of', 'change', 'in', 'the', 'state', 'of', 'health', 'of', 'children', 'affected', 'by', 'the', 'Chernobyl', 'accident', 'in', 'all', 'three', 'countries', '-', 'Belarus', ',', 'Russia', ',', 'and', 'Ukraine', '-', 'in', 'the', 'post', '-', 'accident', 'period', 'is', 'characterized', 'by', 'persistent', 'negative', 'tendencies', ':', 'the', 'morbidity', 'rate', 'is', 'going', 'up', ',', 'the', 'number', 'of', 'really', 'healthy', 'children', 'is', 'dropping', ',', 'and', 'disability', 'is', 'increasing', '.']"
83,"As a parent, I can well imagine how painful it must be for those families whose children are succumbing to radiation poisoning.",['i it whose children'],['imagine succumbing'],[''],"['As', 'a', 'parent', ',', 'I', 'can', 'well', 'imagine', 'how', 'painful', 'it', 'must', 'be', 'for', 'those', 'families', 'whose', 'children', 'are', 'succumbing', 'to', 'radiation', 'poisoning', '.']"
84,There is a lot to learn about Chernobyl.,['there'],['is learn'],['a lot learn'],"['There', 'is', 'a', 'lot', 'to', 'learn', 'about', 'Chernobyl', '.']"
85,Being well-informed will give you certainty and that is desirable in a world of conflicting reports.,['being informed that'],['informed give'],['you certainty'],"['Being', 'well', '-', 'informed', 'will', 'give', 'you', 'certainty', 'and', 'that', 'is', 'desirable', 'in', 'a', 'world', 'of', 'conflicting', 'reports', '.']"
86,There are a wealth of references on Chernobyl.,['there'],['are'],['a wealth of'],"['There', 'are', 'a', 'wealth', 'of', 'references', 'on', 'Chernobyl', '.']"
87,Read some of the following links and draw your own conclusions.,[''],['read following draw'],['some of your own conclusions'],"['Read', 'some', 'of', 'the', 'following', 'links', 'and', 'draw', 'your', 'own', 'conclusions', '.']"
88,These links present the many viewpoints that existed and still exist about the disaster called Chernobyl:,['these links that'],['present existed exist called'],['the many viewpoints existed chernobyl'],"['These', 'links', 'present', 'the', 'many', 'viewpoints', 'that', 'existed', 'and', 'still', 'exist', 'about', 'the', 'disaster', 'called', 'Chernobyl', ':']"
89,IAEA Report Lessons learned,['iaea report lessons'],['learned'],[''],"['IAEA', 'Report', 'Lessons', 'learned']"
90,http://www.ibiblio.org/expo/soviet.exhibit/chernobyl.html,[''],[''],[''],['http://www.ibiblio.org/expo/soviet.exhibit/chernobyl.html']
91,http://www.ibrae.ac.ru/IBRAE/eng/chernobyl/nat_rep/nat_repe.htm#24,[''],[''],[''],['http://www.ibrae.ac.ru/IBRAE/eng/chernobyl/nat_rep/nat_repe.htm#24']
92,http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm,[''],[''],[''],['http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm']
93,http://www.environmentalchemistry.com/yogi/hazmat/articles/chernobyl1.html,[''],[''],[''],['http://www.environmentalchemistry.com/yogi/hazmat/articles/chernobyl1.html']
94,http://digon_va.tripod.com/Chernobyl.htm,[''],[''],[''],['http://digon_va.tripod.com/Chernobyl.htm']
95,http://www.oneworld.org/index_oc/issue196/byckau.html,[''],[''],[''],['http://www.oneworld.org/index_oc/issue196/byckau.html']
96,http://www.collectinghistory.net/chernobyl/,[''],[''],[''],['http://www.collectinghistory.net/chernobyl/']
97,http://www.ukrainianweb.com/chernobyl_ukraine.htm,[''],[''],[''],['http://www.ukrainianweb.com/chernobyl_ukraine.htm']
98,http://www.bullatomsci.org/issues/1993/s93/s93Marples.html,[''],[''],[''],['http://www.bullatomsci.org/issues/1993/s93/s93Marples.html']
99,http://www.calguard.ca.gov/ia/Chernobyl-15%20years.htm,[''],[''],[''],['http://www.calguard.ca.gov/ia/Chernobyl-15%20years.htm']
100,http://www.infoukes.com/history/chornobyl/gregorovich/index.html,[''],[''],[''],['http://www.infoukes.com/history/chornobyl/gregorovich/index.html']
101,http://www.un.org/ha/chernobyl/,[''],[''],[''],['http://www.un.org/ha/chernobyl/']
102,http://www.tecsoc.org/pubs/history/2002/apr26.htm,[''],[''],[''],['http://www.tecsoc.org/pubs/history/2002/apr26.htm']
103,http://www.chernobyl.org.uk/page2.htm,[''],[''],[''],['http://www.chernobyl.org.uk/page2.htm']
104,http://www.time.com/time/daily/chernobyl/860901.accident.html,[''],[''],[''],['http://www.time.com/time/daily/chernobyl/860901.accident.html']
105,http://www.infoukes.com/history/chornobyl/elg/,[''],['http://www.infoukes.com/history/chornobyl/elg/'],[''],['http://www.infoukes.com/history/chornobyl/elg/']
106,http://www.world-nuclear.org/info/chernobyl/inf07.htm,[''],[''],[''],['http://www.world-nuclear.org/info/chernobyl/inf07.htm']
107,http://www.nea.fr/html/rp/chernobyl/conclusions5.html,[''],[''],[''],['http://www.nea.fr/html/rp/chernobyl/conclusions5.html']
108,http://www.nea.fr/html/rp/chernobyl/c01.html,[''],[''],[''],['http://www.nea.fr/html/rp/chernobyl/c01.html']
109,http://www.nea.fr/html/rp/chernobyl/c05.html,[''],[''],[''],['http://www.nea.fr/html/rp/chernobyl/c05.html']
110,http://www.physics.isu.edu/radinf/chern.htm,[''],[''],[''],['http://www.physics.isu.edu/radinf/chern.htm']
111,http://www.chernobyl.info/en,[''],[''],[''],['http://www.chernobyl.info/en']
112,http://www.arps.org.au/Chernobyl.htm,[''],[''],[''],['http://www.arps.org.au/Chernobyl.htm']
113,http://www-formal.stanford.edu/jmc/progress/chernobyl.html,[''],[''],[''],['http://www-formal.stanford.edu/jmc/progress/chernobyl.html']
114,http://www.21stcenturysciencetech.com/articles/chernobyl.html,[''],[''],[''],['http://www.21stcenturysciencetech.com/articles/chernobyl.html']
115,I would be interested in hearing what conclusions you reached and what you found that was most convincing.,['i you you that'],['hearing reached found'],['what conclusions what'],"['I', 'would', 'be', 'interested', 'in', 'hearing', 'what', 'conclusions', 'you', 'reached', 'and', 'what', 'you', 'found', 'that', 'was', 'most', 'convincing', '.']"
116,radiation:,[''],[''],[''],"['radiation', ':']"
117,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,['i they a lesion on they it'],['had treated stopped started enlarging said stopped'],['a lot of it ca the treatments'],"['As', 'a', 'child', 'in', 'the', '50', ""'s"", 'I', 'had', 'a', 'lot', 'of', 'glandular', 'problems', 'and', 'they', 'treated', 'it', 'with', 'radiation', 'therapy', '(', 'primitive', 'at', 'best', '!', ')', 'and', 'stopped', 'when', 'a', 'lesion', 'on', 'my', 'neck', 'started', 'enlarging', '--', 'they', 'said', 'it', 'was', 'not', 'CA', 'but', 'stopped', 'the', 'treatments', '....']"
118,Remember the old shoe sizing machines that was a form of radiation xray?,['that'],['remember'],['the old sizing machines was a form of'],"['Remember', 'the', 'old', 'shoe', 'sizing', 'machines', 'that', 'was', 'a', 'form', 'of', 'radiation', 'xray', '?']"
119,That too was stopped.,['that'],['stopped'],[''],"['That', 'too', 'was', 'stopped', '.']"
120,Don't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks--there can be no doubts about the effects of radiation in Chernobyl.......,['what radiation there'],['have mention done doing'],['no doubts about'],"['Do', ""n't"", 'have', 'to', 'mention', 'what', 'radiation', 'has', 'done', 'and', 'is', 'still', 'doing', 'to', 'Hirsohima', '&', 'Nagaski', 'folks', '--', 'there', 'can', 'be', 'no', 'doubts', 'about', 'the', 'effects', 'of', 'radiation', 'in', 'Chernobyl', '.......']"
121,The Chernobyl Children's Project (http://www.adiccp.org/home/default.asp) offers several ways to help the children of that region.,['children project ( http://www.adiccp.org/home/default.asp )'],['offers help'],['several ways help the children of'],"['The', 'Chernobyl', 'Children', ""'s"", 'Project', '(', 'http://www.adiccp.org/home/default.asp', ')', 'offers', 'several', 'ways', 'to', 'help', 'the', 'children', 'of', 'that', 'region', '.']"
122,"One of them is the Rest and Recuperation Program, wherein a child can come to the US for a few weeks in the summer.",['one of a child'],['come'],"['the rest program , come']","['One', 'of', 'them', 'is', 'the', 'Rest', 'and', 'Recuperation', 'Program', ',', 'wherein', 'a', 'child', 'can', 'come', 'to', 'the', 'US', 'for', 'a', 'few', 'weeks', 'in', 'the', 'summer', '.']"
