,Sentence,tokens
80,"The dramatic increase in radiation-induced thyroid cancers in children and adolescents in Belarus, Russia, and Ukraine, which have been observed since 1991, continues to this day.","['The', 'dramatic', 'increase', 'in', 'radiation', '-', 'induced', 'thyroid', 'cancers', 'in', 'children', 'and', 'adolescents', 'in', 'Belarus', ',', 'Russia', ',', 'and', 'Ukraine', ',', 'which', 'have', 'been', 'observed', 'since', '1991', ',', 'continues', 'to', 'this', 'day', '.']"
81,"...a drop in the birth rate, a deterioration in women's reproductive health, an increase in complications during pregnancy and birth, and a deterioration in neonatal health....","['...', 'a', 'drop', 'in', 'the', 'birth', 'rate', ',', 'a', 'deterioration', 'in', 'women', ""'s"", 'reproductive', 'health', ',', 'an', 'increase', 'in', 'complications', 'during', 'pregnancy', 'and', 'birth', ',', 'and', 'a', 'deterioration', 'in', 'neonatal', 'health', '....']"
82,"The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus, Russia, and Ukraine - in the post-accident period is characterized by persistent negative tendencies: the morbidity rate is going up, the number of really healthy children is dropping, and disability is increasing .","['The', 'dynamics', 'of', 'change', 'in', 'the', 'state', 'of', 'health', 'of', 'children', 'affected', 'by', 'the', 'Chernobyl', 'accident', 'in', 'all', 'three', 'countries', '-', 'Belarus', ',', 'Russia', ',', 'and', 'Ukraine', '-', 'in', 'the', 'post', '-', 'accident', 'period', 'is', 'characterized', 'by', 'persistent', 'negative', 'tendencies', ':', 'the', 'morbidity', 'rate', 'is', 'going', 'up', ',', 'the', 'number', 'of', 'really', 'healthy', 'children', 'is', 'dropping', ',', 'and', 'disability', 'is', 'increasing', '.']"
83,"As a parent, I can well imagine how painful it must be for those families whose children are succumbing to radiation poisoning.","['As', 'a', 'parent', ',', 'I', 'can', 'well', 'imagine', 'how', 'painful', 'it', 'must', 'be', 'for', 'those', 'families', 'whose', 'children', 'are', 'succumbing', 'to', 'radiation', 'poisoning', '.']"
84,There is a lot to learn about Chernobyl.,"['There', 'is', 'a', 'lot', 'to', 'learn', 'about', 'Chernobyl', '.']"
85,Being well-informed will give you certainty and that is desirable in a world of conflicting reports.,"['Being', 'well', '-', 'informed', 'will', 'give', 'you', 'certainty', 'and', 'that', 'is', 'desirable', 'in', 'a', 'world', 'of', 'conflicting', 'reports', '.']"
86,There are a wealth of references on Chernobyl.,"['There', 'are', 'a', 'wealth', 'of', 'references', 'on', 'Chernobyl', '.']"
87,Read some of the following links and draw your own conclusions.,"['Read', 'some', 'of', 'the', 'following', 'links', 'and', 'draw', 'your', 'own', 'conclusions', '.']"
88,These links present the many viewpoints that existed and still exist about the disaster called Chernobyl:,"['These', 'links', 'present', 'the', 'many', 'viewpoints', 'that', 'existed', 'and', 'still', 'exist', 'about', 'the', 'disaster', 'called', 'Chernobyl', ':']"
89,IAEA Report Lessons learned,"['IAEA', 'Report', 'Lessons', 'learned']"
90,http://www.ibiblio.org/expo/soviet.exhibit/chernobyl.html,['http://www.ibiblio.org/expo/soviet.exhibit/chernobyl.html']
91,http://www.ibrae.ac.ru/IBRAE/eng/chernobyl/nat_rep/nat_repe.htm#24,['http://www.ibrae.ac.ru/IBRAE/eng/chernobyl/nat_rep/nat_repe.htm#24']
92,http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm,['http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm']
93,http://www.environmentalchemistry.com/yogi/hazmat/articles/chernobyl1.html,['http://www.environmentalchemistry.com/yogi/hazmat/articles/chernobyl1.html']
94,http://digon_va.tripod.com/Chernobyl.htm,['http://digon_va.tripod.com/Chernobyl.htm']
95,http://www.oneworld.org/index_oc/issue196/byckau.html,['http://www.oneworld.org/index_oc/issue196/byckau.html']
96,http://www.collectinghistory.net/chernobyl/,['http://www.collectinghistory.net/chernobyl/']
97,http://www.ukrainianweb.com/chernobyl_ukraine.htm,['http://www.ukrainianweb.com/chernobyl_ukraine.htm']
98,http://www.bullatomsci.org/issues/1993/s93/s93Marples.html,['http://www.bullatomsci.org/issues/1993/s93/s93Marples.html']
99,http://www.calguard.ca.gov/ia/Chernobyl-15%20years.htm,['http://www.calguard.ca.gov/ia/Chernobyl-15%20years.htm']
100,http://www.infoukes.com/history/chornobyl/gregorovich/index.html,['http://www.infoukes.com/history/chornobyl/gregorovich/index.html']
101,http://www.un.org/ha/chernobyl/,['http://www.un.org/ha/chernobyl/']
102,http://www.tecsoc.org/pubs/history/2002/apr26.htm,['http://www.tecsoc.org/pubs/history/2002/apr26.htm']
103,http://www.chernobyl.org.uk/page2.htm,['http://www.chernobyl.org.uk/page2.htm']
104,http://www.time.com/time/daily/chernobyl/860901.accident.html,['http://www.time.com/time/daily/chernobyl/860901.accident.html']
105,http://www.infoukes.com/history/chornobyl/elg/,['http://www.infoukes.com/history/chornobyl/elg/']
106,http://www.world-nuclear.org/info/chernobyl/inf07.htm,['http://www.world-nuclear.org/info/chernobyl/inf07.htm']
107,http://www.nea.fr/html/rp/chernobyl/conclusions5.html,['http://www.nea.fr/html/rp/chernobyl/conclusions5.html']
108,http://www.nea.fr/html/rp/chernobyl/c01.html,['http://www.nea.fr/html/rp/chernobyl/c01.html']
109,http://www.nea.fr/html/rp/chernobyl/c05.html,['http://www.nea.fr/html/rp/chernobyl/c05.html']
110,http://www.physics.isu.edu/radinf/chern.htm,['http://www.physics.isu.edu/radinf/chern.htm']
111,http://www.chernobyl.info/en,['http://www.chernobyl.info/en']
112,http://www.arps.org.au/Chernobyl.htm,['http://www.arps.org.au/Chernobyl.htm']
113,http://www-formal.stanford.edu/jmc/progress/chernobyl.html,['http://www-formal.stanford.edu/jmc/progress/chernobyl.html']
114,http://www.21stcenturysciencetech.com/articles/chernobyl.html,['http://www.21stcenturysciencetech.com/articles/chernobyl.html']
115,I would be interested in hearing what conclusions you reached and what you found that was most convincing.,"['I', 'would', 'be', 'interested', 'in', 'hearing', 'what', 'conclusions', 'you', 'reached', 'and', 'what', 'you', 'found', 'that', 'was', 'most', 'convincing', '.']"
116,radiation:,"['radiation', ':']"
117,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,"['As', 'a', 'child', 'in', 'the', '50', ""'s"", 'I', 'had', 'a', 'lot', 'of', 'glandular', 'problems', 'and', 'they', 'treated', 'it', 'with', 'radiation', 'therapy', '(', 'primitive', 'at', 'best', '!', ')', 'and', 'stopped', 'when', 'a', 'lesion', 'on', 'my', 'neck', 'started', 'enlarging', '--', 'they', 'said', 'it', 'was', 'not', 'CA', 'but', 'stopped', 'the', 'treatments', '....']"
118,Remember the old shoe sizing machines that was a form of radiation xray?,"['Remember', 'the', 'old', 'shoe', 'sizing', 'machines', 'that', 'was', 'a', 'form', 'of', 'radiation', 'xray', '?']"
119,That too was stopped.,"['That', 'too', 'was', 'stopped', '.']"
120,Don't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks--there can be no doubts about the effects of radiation in Chernobyl.......,"['Do', ""n't"", 'have', 'to', 'mention', 'what', 'radiation', 'has', 'done', 'and', 'is', 'still', 'doing', 'to', 'Hirsohima', '&', 'Nagaski', 'folks', '--', 'there', 'can', 'be', 'no', 'doubts', 'about', 'the', 'effects', 'of', 'radiation', 'in', 'Chernobyl', '.......']"
121,The Chernobyl Children's Project (http://www.adiccp.org/home/default.asp) offers several ways to help the children of that region.,"['The', 'Chernobyl', 'Children', ""'s"", 'Project', '(', 'http://www.adiccp.org/home/default.asp', ')', 'offers', 'several', 'ways', 'to', 'help', 'the', 'children', 'of', 'that', 'region', '.']"
122,"One of them is the Rest and Recuperation Program, wherein a child can come to the US for a few weeks in the summer.","['One', 'of', 'them', 'is', 'the', 'Rest', 'and', 'Recuperation', 'Program', ',', 'wherein', 'a', 'child', 'can', 'come', 'to', 'the', 'US', 'for', 'a', 'few', 'weeks', 'in', 'the', 'summer', '.']"
123,"Even a little time spent receiving wholesome, uncontaminated food, good medical care, etc. can add years to their lives.","['Even', 'a', 'little', 'time', 'spent', 'receiving', 'wholesome', ',', 'uncontaminated', 'food', ',', 'good', 'medical', 'care', ',', 'etc', '.', 'can', 'add', 'years', 'to', 'their', 'lives', '.']"
124,S. and I have an acquaintance who has hosted several of these children for many years; to see these little ones breaks the heart.,"['S.', 'and', 'I', 'have', 'an', 'acquaintance', 'who', 'has', 'hosted', 'several', 'of', 'these', 'children', 'for', 'many', 'years', ';', 'to', 'see', 'these', 'little', 'ones', 'breaks', 'the', 'heart', '.']"
125,"The urge to protect and gather them all in is almost overwhelming, and makes me more grateful for the blessings I have.","['The', 'urge', 'to', 'protect', 'and', 'gather', 'them', 'all', 'in', 'is', 'almost', 'overwhelming', ',', 'and', 'makes', 'me', 'more', 'grateful', 'for', 'the', 'blessings', 'I', 'have', '.']"
126,"Take care, my friend, Linda","['Take', 'care', ',', 'my', 'friend', ',', 'Linda']"
127,I'm sorry to say Elena's story has been revealed to be a fake.,"['I', ""'m"", 'sorry', 'to', 'say', 'Elena', ""'s"", 'story', 'has', 'been', 'revealed', 'to', 'be', 'a', 'fake', '.']"
128,What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,"['What', 'do', 'the', 'new', 'al', '-', 'Qaeda', 'videotape', 'and', 'audio', 'speeches', 'of', 'Bin', 'Laden', 'and', 'Ayman', 'al', '-', 'Zawahiri', 'tell', 'us', 'about', 'the', 'hopes', 'of', 'the', 'remaining', 'top', 'leadership', 'of', 'the', 'organization', '?']"
129,"Because the US and Pakistan have managed to capture or kill about 2/3s of the top 25 al-Qaeda commanders, the middle managers are not in close contact with al-Zawahiri and Bin Laden.","['Because', 'the', 'US', 'and', 'Pakistan', 'have', 'managed', 'to', 'capture', 'or', 'kill', 'about', '2/3s', 'of', 'the', 'top', '25', 'al', '-', 'Qaeda', 'commanders', ',', 'the', 'middle', 'managers', 'are', 'not', 'in', 'close', 'contact', 'with', 'al', '-', 'Zawahiri', 'and', 'Bin', 'Laden', '.']"
130,The tape was a way to signal priorities.,"['The', 'tape', 'was', 'a', 'way', 'to', 'signal', 'priorities', '.']"
131,"These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.","['These', 'are', '1', ')', 'Assassinate', 'or', 'overthrow', 'Gen.', 'Pervez', 'Musharraf', ',', 'the', 'Pakistani', 'military', '""', 'president', '""', 'who', 'had', 'made', 'a', 'coup', 'in', '1999', 'and', 'has', 'thrown', 'in', 'his', 'lot', 'with', 'the', 'United', 'States', 'against', 'the', 'Taliban', 'and', 'al', '-', 'Qaeda', '.']"
132,Musharraf has been trying to purge his officer corps of the substantial number of al-Qaeda sympathizers.,"['Musharraf', 'has', 'been', 'trying', 'to', 'purge', 'his', 'officer', 'corps', 'of', 'the', 'substantial', 'number', 'of', 'al', '-', 'Qaeda', 'sympathizers', '.']"
133,"His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad, as well as nearly 500 other al-Qaeda operatives, over 400 of whom the Pakistanis have turned over to the US.","['His', 'military', 'intelligence', 'has', 'captured', 'major', 'figures', 'like', 'Abu', 'Zubayda', 'and', 'Khalid', 'Shaykh', 'Muhammad', ',', 'as', 'well', 'as', 'nearly', '500', 'other', 'al', '-', 'Qaeda', 'operatives', ',', 'over', '400', 'of', 'whom', 'the', 'Pakistanis', 'have', 'turned', 'over', 'to', 'the', 'US', '.']"
134,"Musharraf held elections in October of 2002, in which center-right parties did well, but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition, MMA.","['Musharraf', 'held', 'elections', 'in', 'October', 'of', '2002', ',', 'in', 'which', 'center', '-', 'right', 'parties', 'did', 'well', ',', 'but', 'in', 'which', 'nearly', '20', 'percent', 'of', 'parliament', 'seats', 'went', 'to', 'the', 'fundamentalist', 'religious', 'party', 'coalition', ',', 'MMA', '.']"
135,"MMA also captured the Northwest Frontier Province, which probably shelters Bin Laden and al-Zawahiri, and is in a joint government of Baluchistan Province, also on the Afghanistan border.","['MMA', 'also', 'captured', 'the', 'Northwest', 'Frontier', 'Province', ',', 'which', 'probably', 'shelters', 'Bin', 'Laden', 'and', 'al', '-', 'Zawahiri', ',', 'and', 'is', 'in', 'a', 'joint', 'government', 'of', 'Baluchistan', 'Province', ',', 'also', 'on', 'the', 'Afghanistan', 'border', '.']"
136,"If al-Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers, they can hope to catapult the MMA to power as political allies and hosts.","['If', 'al', '-', 'Qaeda', 'can', 'kill', 'Musharraf', 'or', 'instigate', 'a', 'military', 'coup', 'against', 'him', 'by', 'Islamist', 'junior', 'officers', ',', 'they', 'can', 'hope', 'to', 'catapult', 'the', 'MMA', 'to', 'power', 'as', 'political', 'allies', 'and', 'hosts', '.']"
137,"They would thereby gain control of a major base for terrorist operations, which is also a nuclear power.","['They', 'would', 'thereby', 'gain', 'control', 'of', 'a', 'major', 'base', 'for', 'terrorist', 'operations', ',', 'which', 'is', 'also', 'a', 'nuclear', 'power', '.']"
138,"All this is highly unlikely, as with most al-Qaeda crackpot schemes.","['All', 'this', 'is', 'highly', 'unlikely', ',', 'as', 'with', 'most', 'al', '-', 'Qaeda', 'crackpot', 'schemes', '.']"
139,But so was it unlikely that a small group of Arab mujahidin would virtually take over Afghanistan.,"['But', 'so', 'was', 'it', 'unlikely', 'that', 'a', 'small', 'group', 'of', 'Arab', 'mujahidin', 'would', 'virtually', 'take', 'over', 'Afghanistan', '.']"
140,Response: The US must do whatever it can to strengthen the legitimacy of the Pakistani government.,"['Response', ':', 'The', 'US', 'must', 'do', 'whatever', 'it', 'can', 'to', 'strengthen', 'the', 'legitimacy', 'of', 'the', 'Pakistani', 'government', '.']"
141,"On the one hand, it should pressure Musharraf to take off his uniform and run for president in a fair election, and to repeal the contentious ""Legal Framework Order"" that essentially perpetuates his dictatorship.","['On', 'the', 'one', 'hand', ',', 'it', 'should', 'pressure', 'Musharraf', 'to', 'take', 'off', 'his', 'uniform', 'and', 'run', 'for', 'president', 'in', 'a', 'fair', 'election', ',', 'and', 'to', 'repeal', 'the', 'contentious', '""', 'Legal', 'Framework', 'Order', '""', 'that', 'essentially', 'perpetuates', 'his', 'dictatorship', '.']"
142,"On the other, restrictions should be lifted on the mainstream Muslim League-N and Pakistan People's Party, who can defeat the MMA in fair elections if not hogtied by the secret police.","['On', 'the', 'other', ',', 'restrictions', 'should', 'be', 'lifted', 'on', 'the', 'mainstream', 'Muslim', 'League', '-', 'N', 'and', 'Pakistan', 'People', ""'s"", 'Party', ',', 'who', 'can', 'defeat', 'the', 'MMA', 'in', 'fair', 'elections', 'if', 'not', 'hogtied', 'by', 'the', 'secret', 'police', '.']"
143,"On the other hand, the US should strong-arm India and Pakistan into a final settlement of the Kashmir issue.","['On', 'the', 'other', 'hand', ',', 'the', 'US', 'should', 'strong', '-', 'arm', 'India', 'and', 'Pakistan', 'into', 'a', 'final', 'settlement', 'of', 'the', 'Kashmir', 'issue', '.']"
144,Al-Zawahiri attempted to use Musharraf's lack of progress in helping the Muslims of that Indian state as a justification for his overthrow.,"['Al', '-', 'Zawahiri', 'attempted', 'to', 'use', 'Musharraf', ""'s"", 'lack', 'of', 'progress', 'in', 'helping', 'the', 'Muslims', 'of', 'that', 'Indian', 'state', 'as', 'a', 'justification', 'for', 'his', 'overthrow', '.']"
